time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452600000	4.07329	18.4092	4.8622	3.85882	0.447811	lidar	2.25084	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89796	18.2351	4.88689	3.90614	0.507811	radar	6.9613	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65565	18.0961	4.93263	3.90157	0.469569	lidar	2.6362	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48389	17.9454	4.90329	3.90892	0.43468	radar	3.39503	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26628	17.7801	4.93821	3.91575	0.415037	lidar	1.18765	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.0944	17.5956	4.95643	3.95235	0.452099	radar	2.4712	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90784	17.4783	4.93358	3.94854	0.421184	lidar	6.03809	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.77321	17.2604	4.94748	4.00775	0.49094	radar	3.22812	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59915	17.0761	4.95758	4.02524	0.482001	lidar	0.129142	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42952	16.9093	4.93249	4.02268	0.428909	radar	2.04454	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26287	16.7371	4.92919	4.03415	0.416892	lidar	0.504597	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08843	16.5428	4.93501	4.0389	0.382917	radar	5.05286	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.9376	16.3135	4.95879	4.06891	0.395251	lidar	2.35025	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77447	16.1373	4.94219	4.06719	0.355727	radar	1.04204	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5716	15.9711	4.96196	4.05544	0.3188	lidar	1.73868	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45266	15.7393	4.98114	4.10556	0.380504	radar	2.18271	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28344	15.5244	5.01	4.11648	0.369672	lidar	1.01874	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12741	15.3314	5.00724	4.12149	0.348915	radar	0.93431	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.922631	15.1187	5.05907	4.1148	0.317694	lidar	2.94276	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.77025	14.9362	5.03389	4.10981	0.27863	radar	2.1355	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.659872	14.7197	5.01869	4.13752	0.295852	lidar	0.387654	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.554593	14.4783	5.03566	4.18143	0.346931	radar	1.91404	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.383322	14.2598	5.06789	4.18138	0.324798	lidar	1.15996	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.276573	14.0095	5.10383	4.22945	0.388852	radar	3.62588	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.247576	13.7567	5.06713	4.28931	0.439594	lidar	3.11707	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.153047	13.5152	5.08538	4.32378	0.466488	radar	1.15613	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0127103	13.2897	5.12078	4.31475	0.424361	lidar	1.97157	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.131013	13.07	5.10619	4.31648	0.389808	radar	0.937777	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.149807	12.8372	5.05902	4.36861	0.433349	lidar	2.77895	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.272657	12.6115	5.04888	4.36054	0.380808	radar	3.72919	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.393023	12.3767	5.06534	4.36316	0.359012	lidar	0.448466	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.524012	12.1671	5.05075	4.3487	0.308576	radar	3.8092	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.606377	11.9445	5.03553	4.36425	0.309359	lidar	0.481586	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.736891	11.7175	5.04125	4.35259	0.268069	radar	2.77581	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.927213	11.4802	5.09195	4.31929	0.20699	lidar	4.08831	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.04203	11.2525	5.07564	4.30782	0.161743	radar	2.75302	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.21549	11.0287	5.10331	4.28118	0.117821	lidar	2.00097	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.2889	10.7824	5.11636	4.31632	0.172715	radar	1.5865	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41475	10.5318	5.14413	4.31522	0.16051	lidar	1.03271	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49365	10.2712	5.16869	4.34537	0.202475	radar	1.81545	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59795	10.0581	5.14891	4.34551	0.190542	lidar	1.68375	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68927	9.82636	5.13727	4.35082	0.181238	radar	0.400461	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76875	9.60231	5.11681	4.36174	0.183781	lidar	0.6998	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87104	9.35361	5.14277	4.37337	0.198701	radar	2.64577	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94689	9.06561	5.18142	4.39363	0.210865	lidar	4.47889	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03792	8.83961	5.15869	4.38932	0.181744	radar	1.61527	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13326	8.58835	5.1722	4.39299	0.174768	lidar	0.225682	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.25645	8.33842	5.1972	4.38322	0.15082	radar	2.98998	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30934	8.09981	5.17544	4.40285	0.166173	lidar	0.631045	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38028	7.88123	5.14167	4.40737	0.157201	radar	5.33306	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4907	7.63215	5.16199	4.40094	0.139243	lidar	0.704124	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65545	7.4001	5.17488	4.3538	0.0488381	radar	5.5312	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75804	7.14559	5.19289	4.35265	0.0442997	lidar	0.435983	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82039	6.90778	5.18033	4.37442	0.0809106	radar	1.65125	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87112	6.69086	5.13604	4.38917	0.0936288	lidar	2.50316	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.94561	6.46205	5.10585	4.38003	0.0533876	radar	4.22963	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-3.00218	6.22199	5.09122	4.39326	0.0659095	lidar	0.564951	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.11532	5.97772	5.11349	4.38607	0.0582284	radar	3.08206	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.19297	5.70776	5.13925	4.394	0.0642064	lidar	1.62035	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.30191	5.4618	5.147	4.37232	0.0125209	radar	2.10183	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39548	5.20376	5.16688	4.37178	0.0112651	lidar	0.567429	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46229	4.95648	5.16464	4.38755	0.0408675	radar	0.318776	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57017	4.68609	5.20481	4.38302	0.0338246	lidar	2.2128	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67822	4.43594	5.21495	4.3619	-0.0164093	radar	2.17573	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.8058	4.17255	5.25518	4.34956	-0.0285869	lidar	2.85654	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88753	3.93	5.24922	4.36183	0.00391682	radar	1.1702	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96313	3.69227	5.23207	4.36587	0.00756274	lidar	0.536437	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06918	3.48055	5.20205	4.3448	-0.0363561	radar	3.93575	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16084	3.23533	5.20387	4.34403	-0.0351364	lidar	0.0177708	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27431	2.98492	5.22204	4.3286	-0.0645158	radar	0.739949	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36209	2.71512	5.24677	4.33305	-0.054886	lidar	1.49188	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44918	2.46476	5.24896	4.3396	-0.0356368	radar	0.242931	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55163	2.20393	5.27137	4.33856	-0.0334458	lidar	0.821818	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66286	1.97187	5.26512	4.31044	-0.0993382	radar	3.82401	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77571	1.70513	5.29867	4.30727	-0.0950069	lidar	1.90317	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89904	1.45956	5.31321	4.28836	-0.126761	radar	0.602665	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96222	1.21737	5.2872	4.29584	-0.113281	lidar	4.67566	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06021	0.992636	5.26146	4.29472	-0.100384	radar	0.98568	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12428	0.75263	5.23725	4.30223	-0.0879055	lidar	3.97691	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21449	0.468461	5.28248	4.30706	-0.0831014	radar	5.39713	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29082	0.223577	5.27007	4.3118	-0.0734939	lidar	1.50743	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40041	-0.0142349	5.26351	4.31718	-0.0410336	radar	21.2916	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47232	-0.25831	5.24975	4.32437	-0.0307521	lidar	1.63897	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59542	-0.452207	5.20635	4.30104	-0.0649748	radar	3.98746	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73474	-0.644984	5.17126	4.27587	-0.0940361	lidar	2.97847	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.85008	-0.869743	5.17267	4.25219	-0.144192	radar	5.26455	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94398	-1.13164	5.1971	4.2597	-0.124274	lidar	1.27592	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03078	-1.39458	5.21768	4.26997	-0.102454	radar	2.74961	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17036	-1.60418	5.20187	4.24911	-0.12347	lidar	1.09725	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.3154	-1.83039	5.22566	4.21192	-0.196912	radar	3.98876	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42027	-2.07702	5.23558	4.21421	-0.180629	lidar	0.569822	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57299	-2.2817	5.21905	4.19159	-0.19531	radar	2.96123	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72293	-2.49165	5.21137	4.1709	-0.210075	lidar	0.402229	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8799	-2.70186	5.21116	4.14753	-0.23034	radar	1.03078	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96956	-2.96693	5.23464	4.16711	-0.187884	lidar	2.72713	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09849	-3.19216	5.22745	4.16541	-0.170676	radar	0.261831	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22351	-3.3935	5.20009	4.15459	-0.174809	lidar	1.38096	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36882	-3.63567	5.2253	4.15086	-0.166077	radar	4.46929	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53061	-3.78571	5.16586	4.11343	-0.20705	lidar	4.81962	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67568	-3.99399	5.16421	4.10056	-0.213395	radar	0.462076	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82883	-4.21917	5.18069	4.09307	-0.208618	lidar	0.454607	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97959	-4.43616	5.18545	4.086	-0.202386	radar	0.386615	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13877	-4.66993	5.21228	4.08137	-0.194273	lidar	1.22576	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.2765	-4.8817	5.1845	4.08879	-0.155517	radar	2.5905	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40795	-5.10236	5.18368	4.09199	-0.140751	lidar	0.301316	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55315	-5.28259	5.13593	4.08593	-0.127506	radar	4.3158	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74609	-5.47716	5.1474	4.06008	-0.15347	lidar	1.62917	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90312	-5.6786	5.13884	4.05446	-0.146441	radar	0.422705	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06222	-5.86589	5.12619	4.04173	-0.153872	lidar	0.253906	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19865	-6.0381	5.07039	4.04078	-0.134936	radar	7.04938	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38593	-6.14597	5.00852	3.99418	-0.1891	lidar	6.07044	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55865	-6.33186	5.00593	3.98321	-0.188508	radar	0.885547	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69986	-6.5373	5.00727	3.99008	-0.166719	lidar	0.373892	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92262	-6.69258	5.02563	3.94663	-0.218431	radar	6.66293	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1291	-6.85019	5.02679	3.91639	-0.244132	lidar	0.567162	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3136	-7.01199	5.02451	3.89702	-0.255636	radar	1.10207	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5434	-7.18179	5.05385	3.86727	-0.277382	lidar	3.09587	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7504	-7.32214	5.04911	3.83713	-0.300354	radar	1.97854	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9955	-7.4745	5.0781	3.80161	-0.326597	lidar	3.15816	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1867	-7.6159	5.05374	3.78464	-0.327115	radar	1.37332	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3361	-7.77504	5.02137	3.79003	-0.299576	lidar	3.5759	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5345	-7.90253	4.99822	3.76732	-0.310029	radar	2.03332	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7186	-8.00876	4.95777	3.74255	-0.324043	lidar	3.67374	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9182	-8.12278	4.91428	3.71852	-0.334723	radar	2.47474	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1363	-8.2118	4.89625	3.68024	-0.363987	lidar	0.985512	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3596	-8.33482	4.9268	3.65927	-0.365639	radar	2.26086	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5654	-8.41528	4.8964	3.6267	-0.385898	lidar	2.29945	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7795	-8.49742	4.85839	3.59294	-0.409041	radar	2.17032	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0511	-8.58236	4.89405	3.54976	-0.436897	lidar	3.2475	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2967	-8.67798	4.92348	3.52535	-0.436029	radar	2.46379	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5188	-8.7247	4.89744	3.48557	-0.461065	lidar	2.11514	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7472	-8.75635	4.85407	3.43457	-0.507339	radar	4.00069	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9661	-8.87337	4.86104	3.43594	-0.472192	lidar	0.918868	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2097	-8.96539	4.90117	3.42954	-0.437895	radar	2.77874	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4273	-9.08171	4.90083	3.43487	-0.40284	lidar	0.730169	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6585	-9.15036	4.89257	3.4139	-0.406534	radar	0.262657	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9382	-9.14546	4.91612	3.35269	-0.457606	lidar	1.68831	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1919	-9.22025	4.93905	3.34175	-0.438961	radar	4.48499	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4472	-9.34108	4.96968	3.354	-0.393311	lidar	5.32989	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6943	-9.36692	4.95314	3.31465	-0.429251	radar	1.91097	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9466	-9.45545	4.97089	3.31577	-0.399345	lidar	2.13315	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2003	-9.46097	4.96515	3.27269	-0.435733	radar	2.26881	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4518	-9.45406	4.96553	3.23244	-0.459185	lidar	0.478014	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.678	-9.4468	4.93366	3.19359	-0.488171	radar	5.22115	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9547	-9.43521	4.96368	3.15608	-0.502613	lidar	1.33809	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2035	-9.49994	4.97567	3.16858	-0.445568	radar	7.97351	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4613	-9.52024	4.98604	3.15359	-0.43576	lidar	0.517679	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.719	-9.50804	4.98897	3.1203	-0.457061	radar	1.68915	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9728	-9.47565	4.99464	3.08571	-0.471262	lidar	0.179706	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2195	-9.43358	4.98685	3.04354	-0.504495	radar	0.6767	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4297	-9.47807	4.94249	3.05295	-0.46497	lidar	2.49535	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6672	-9.46459	4.93831	3.04051	-0.444059	radar	1.69441	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9147	-9.45895	4.93826	3.02862	-0.431371	lidar	0.272067	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1465	-9.419	4.93013	3.00654	-0.426615	radar	3.98344	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3884	-9.30084	4.9419	2.94701	-0.472758	lidar	2.92385	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6238	-9.21987	4.93542	2.90117	-0.512208	radar	1.09858	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8701	-9.10018	4.95614	2.84952	-0.542418	lidar	1.17336	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1061	-8.9997	4.96384	2.81251	-0.55109	radar	4.90795	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2984	-9.1169	4.86481	2.87047	-0.45671	lidar	15.5993	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5382	-9.07236	4.8665	2.86159	-0.435042	radar	1.52849	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7577	-8.98004	4.86045	2.82882	-0.448713	lidar	0.737563	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9986	-8.89702	4.87123	2.80165	-0.458676	radar	2.32013	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1982	-8.82743	4.8374	2.78187	-0.457258	lidar	1.68641	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4313	-8.73581	4.84392	2.75319	-0.471485	radar	1.81431	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6304	-8.70766	4.79379	2.75485	-0.444801	lidar	2.53901	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8247	-8.55122	4.78345	2.68176	-0.537796	radar	6.60052	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0282	-8.47813	4.75855	2.66859	-0.52315	lidar	0.655977	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2386	-8.36669	4.76248	2.65017	-0.501615	radar	1.92757	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4648	-8.27807	4.76649	2.63859	-0.48544	lidar	1.06089	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6588	-8.15307	4.75585	2.60361	-0.507226	radar	1.05404	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8793	-7.93447	4.82296	2.54418	-0.542292	lidar	4.74332	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0702	-7.78092	4.82099	2.49318	-0.596629	radar	3.35238	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2897	-7.61572	4.85758	2.4629	-0.594229	lidar	1.9683	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4899	-7.4787	4.8615	2.45855	-0.539318	radar	1.89243	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6575	-7.33172	4.83978	2.4307	-0.542165	lidar	0.751245	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8477	-7.17405	4.847	2.41229	-0.522284	radar	0.920335	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0153	-7.07075	4.79703	2.40396	-0.506397	lidar	2.43337	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1819	-6.88797	4.80244	2.36479	-0.530561	radar	1.88666	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3352	-6.64952	4.83891	2.31258	-0.556692	lidar	3.01184	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5022	-6.47313	4.84	2.27929	-0.576803	radar	3.43586	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
